Temperature for Cap.30 (°C),Ratio 350 nm / 330 nm for Cap.30 ,Temperature for Cap.30 (°C),350 nm for Cap.30 ,Temperature for Cap.30 (°C),330 nm for Cap.30 ,Temperature for Cap.31 (°C),Ratio 350 nm / 330 nm for Cap.31 ,Temperature for Cap.31 (°C),350 nm for Cap.31 ,Temperature for Cap.31 (°C),330 nm for Cap.31 ,Temperature for Cap.32 (°C),Ratio 350 nm / 330 nm for Cap.32 ,Temperature for Cap.32 (°C),350 nm for Cap.32 ,Temperature for Cap.32 (°C),330 nm for Cap.32 ,Temperature for Cap.34 (°C),Ratio 350 nm / 330 nm for Cap.34 ,Temperature for Cap.34 (°C),350 nm for Cap.34 ,Temperature for Cap.34 (°C),330 nm for Cap.34 ,Temperature for Cap.35 (°C),Ratio 350 nm / 330 nm for Cap.35 ,Temperature for Cap.35 (°C),350 nm for Cap.35 ,Temperature for Cap.35 (°C),330 nm for Cap.35 ,Temperature for Cap.36 (°C),Ratio 350 nm / 330 nm for Cap.36 ,Temperature for Cap.36 (°C),350 nm for Cap.36 ,Temperature for Cap.36 (°C),330 nm for Cap.36 
59.6782,0.9790,59.6782,941.7164,59.6782,961.9336,59.6761,0.9199,59.6761,2026.6393,59.6761,2203.1143,59.6741,0.8956,59.6741,3531.8572,59.6741,3943.4548,59.6699,1.1523,59.6699,593.1251,59.6699,514.7377,59.6678,1.0657,59.6678,988.0858,59.6678,927.1940,59.6657,1.0265,59.6657,1636.3701,59.6657,1594.0784
59.8776,0.9801,59.8776,936.8746,59.8776,955.8904,59.8796,0.9177,59.8796,2013.6089,59.8796,2194.2141,59.8816,0.8963,59.8816,3518.2537,59.8816,3925.3418,59.8857,1.1527,59.8857,592.5947,59.8857,514.1094,59.8877,1.0684,59.8877,985.2573,59.8877,922.2216,59.8897,1.0277,59.8897,1634.3052,59.8897,1590.2279
59.9182,0.9771,59.9182,935.0693,59.9182,956.9641,59.9162,0.9159,59.9162,2001.0730,59.9162,2184.7029,59.9141,0.8970,59.9141,3502.7346,59.9141,3904.8259,59.9100,1.1624,59.9100,594.6255,59.9100,511.5409,59.9080,1.0704,59.9080,985.7524,59.9080,920.8845,59.9059,1.0289,59.9059,1637.2581,59.9059,1591.2972
60.1156,0.9768,60.1156,927.3344,60.1156,949.3789,60.1175,0.9134,60.1175,1989.0245,60.1175,2177.5798,60.1195,0.8934,60.1195,3474.7578,60.1195,3889.5691,60.1234,1.1607,60.1234,593.5928,60.1234,511.4273,60.1254,1.0665,60.1254,981.6098,60.1254,920.4310,60.1273,1.0272,60.1273,1627.1737,60.1273,1584.0151
60.1575,0.9782,60.1575,924.7624,60.1575,945.3887,60.1555,0.9161,60.1555,1984.1067,60.1555,2165.7195,60.1534,0.8963,60.1534,3465.5076,60.1534,3866.6187,60.1493,1.1631,60.1493,592.3329,60.1493,509.2791,60.1472,1.0690,60.1472,983.4288,60.1472,919.9592,60.1452,1.0283,60.1452,1625.2778,60.1452,1580.5548
60.3552,0.9778,60.3552,917.7609,60.3552,938.5582,60.3572,0.9120,60.3572,1966.7368,60.3572,2156.5271,60.3592,0.8926,60.3592,3431.4287,60.3592,3844.1804,60.3633,1.1589,60.3633,590.7053,60.3633,509.7296,60.3653,1.0691,60.3653,980.0717,60.3653,916.6868,60.3673,1.0308,60.3673,1622.6549,60.3673,1574.1241
60.3972,0.9753,60.3972,914.1168,60.3972,937.3113,60.3951,0.9155,60.3951,1961.3672,60.3951,2142.4724,60.3930,0.8925,60.3930,3419.3713,60.3930,3831.4229,60.3888,1.1615,60.3888,592.0935,60.3888,509.7664,60.3868,1.0732,60.3868,982.8165,60.3868,915.7532,60.3847,1.0260,60.3847,1617.7242,60.3847,1576.7076
60.5944,0.9757,60.5944,910.0550,60.5944,932.7190,60.5964,0.9123,60.5964,1944.7800,60.5964,2131.6218,60.5985,0.8915,60.5985,3393.6646,60.5985,3806.7212,60.6026,1.1599,60.6026,590.7327,60.6026,509.3050,60.6047,1.0697,60.6047,977.2689,60.6047,913.5602,60.6068,1.0291,60.6068,1616.2225,60.6068,1570.5721
60.6364,0.9753,60.6364,906.1345,60.6364,929.1212,60.6343,0.9115,60.6343,1934.1207,60.6343,2121.9700,60.6322,0.8910,60.6322,3382.4673,60.6322,3796.3347,60.6281,1.1575,60.6281,588.3164,60.6281,508.2684,60.6260,1.0702,60.6260,975.2882,60.6260,911.3210,60.6239,1.0298,60.6239,1618.1206,60.6239,1571.2897
60.8336,0.9713,60.8336,900.3547,60.8336,926.9974,60.8357,0.9064,60.8357,1916.6648,60.8357,2114.6174,60.8377,0.8859,60.8377,3347.8018,60.8377,3778.9473,60.8418,1.1588,60.8418,589.0110,60.8418,508.2782,60.8438,1.0706,60.8438,973.5092,60.8438,909.2914,60.8458,1.0289,60.8458,1608.8878,60.8458,1563.7565
60.8760,0.9736,60.8760,897.9508,60.8760,922.3427,60.8740,0.9089,60.8740,1911.1740,60.8740,2102.6694,60.8719,0.8875,60.8719,3341.2371,60.8719,3764.5742,60.8678,1.1591,60.8678,589.8244,60.8678,508.8516,60.8658,1.0753,60.8658,976.3070,60.8658,907.9087,60.8637,1.0287,60.8637,1607.8263,60.8637,1562.9357
61.0741,0.9692,61.0741,890.8764,61.0741,919.2255,61.0761,0.9086,61.0761,1899.3469,61.0761,2090.4788,61.0782,0.8866,61.0782,3313.3926,61.0782,3737.1636,61.0823,1.1611,61.0823,589.0928,61.0823,507.3430,61.0844,1.0716,61.0844,972.3655,61.0844,907.3678,61.0865,1.0305,61.0865,1604.1938,61.0865,1556.7277
61.1157,0.9685,61.1157,885.8966,61.1157,914.7353,61.1136,0.9077,61.1136,1886.0967,61.1136,2077.7791,61.1115,0.8869,61.1115,3298.3662,61.1115,3719.0977,61.1073,1.1651,61.1073,588.9310,61.1073,505.4649,61.1052,1.0696,61.1052,970.0338,61.1052,906.9058,61.1031,1.0295,61.1031,1602.7485,61.1031,1556.8149
61.3120,0.9749,61.3120,885.5469,61.3120,908.3861,61.3140,0.9057,61.3140,1873.0281,61.3140,2067.9529,61.3160,0.8835,61.3160,3271.4712,61.3160,3702.7026,61.3201,1.1582,61.3201,586.2700,61.3201,506.1746,61.3221,1.0701,61.3221,967.9090,61.3221,904.5005,61.3242,1.0330,61.3242,1599.3291,61.3242,1548.2678
61.3543,0.9722,61.3543,878.8408,61.3543,903.9875,61.3522,0.9064,61.3522,1863.7401,61.3522,2056.1433,61.3501,0.8849,61.3501,3254.2891,61.3501,3677.7854,61.3459,1.1651,61.3459,586.7098,61.3459,503.5804,61.3439,1.0711,61.3439,969.8091,61.3439,905.4470,61.3418,1.0310,61.3418,1596.9857,61.3418,1548.9253
61.5525,0.9694,61.5525,872.8860,61.5525,900.4100,61.5546,0.9045,61.5546,1847.7865,61.5546,2042.8796,61.5566,0.8823,61.5566,3234.0825,61.5566,3665.4775,61.5607,1.1612,61.5607,586.8422,61.5607,505.3926,61.5627,1.0735,61.5627,967.0604,61.5627,900.8853,61.5647,1.0310,61.5647,1590.7920,61.5647,1542.9473
61.5909,0.9695,61.5909,867.4084,61.5909,894.7000,61.5888,0.9053,61.5888,1842.8114,61.5888,2035.6254,61.5868,0.8814,61.5868,3211.6836,61.5868,3643.7173,61.5827,1.1574,61.5827,586.1038,61.5827,506.4086,61.5806,1.0767,61.5806,969.1358,61.5806,900.0732,61.5786,1.0317,61.5786,1590.7964,61.5786,1541.8982
61.7873,0.9691,61.7873,864.3150,61.7873,891.9198,61.7893,0.9004,61.7893,1824.2827,61.7893,2026.1433,61.7913,0.8810,61.7913,3188.9138,61.7913,3619.6902,61.7954,1.1617,61.7954,584.9626,61.7954,503.5303,61.7974,1.0772,61.7974,964.4177,61.7974,895.3156,61.7995,1.0338,61.7995,1588.5677,61.7995,1536.6299
61.8286,0.9665,61.8286,858.8964,61.8286,888.6580,61.8265,0.8985,61.8265,1811.1652,61.8265,2015.6644,61.8244,0.8789,61.8244,3173.5085,61.8244,3610.9714,61.8202,1.1646,61.8202,585.6227,61.8202,502.8459,61.8181,1.0750,61.8181,962.3036,61.8181,895.1811,61.8160,1.0319,61.8160,1583.6370,61.8160,1534.6570
62.0281,0.9702,62.0281,854.5971,62.0281,880.8386,62.0301,0.9013,62.0301,1800.1631,62.0301,1997.3116,62.0321,0.8780,62.0321,3145.8218,62.0321,3583.1404,62.0362,1.1608,62.0362,583.4629,62.0362,502.6305,62.0383,1.0772,62.0383,959.0817,62.0383,890.3734,62.0403,1.0282,62.0403,1576.4552,62.0403,1533.1620
62.0690,0.9668,62.0690,849.5242,62.0690,878.6547,62.0669,0.8972,62.0669,1785.8383,62.0669,1990.3971,62.0648,0.8793,62.0648,3136.2590,62.0648,3566.8601,62.0607,1.1681,62.0607,585.2744,62.0607,501.0567,62.0587,1.0751,62.0587,960.7521,62.0587,893.6280,62.0566,1.0307,62.0566,1575.9193,62.0566,1529.0377
62.2665,0.9620,62.2665,843.1660,62.2665,876.4460,62.2685,0.8966,62.2685,1773.6483,62.2685,1978.1903,62.2705,0.8754,62.2705,3105.0659,62.2705,3546.9629,62.2744,1.1670,62.2744,585.2109,62.2744,501.4526,62.2764,1.0765,62.2764,957.9959,62.2764,889.9475,62.2783,1.0294,62.2783,1570.2355,62.2783,1525.3353
62.3084,0.9617,62.3084,838.5699,62.3084,872.0084,62.3063,0.8942,62.3063,1760.6160,62.3063,1968.9856,62.3043,0.8739,62.3043,3090.7422,62.3043,3536.7612,62.3002,1.1750,62.3002,586.9268,62.3002,499.5198,62.2981,1.0793,62.2981,958.9312,62.2981,888.5148,62.2961,1.0313,62.2961,1569.3704,62.2961,1521.7678
62.5061,0.9605,62.5061,833.0072,62.5061,867.2618,62.5081,0.8984,62.5081,1751.4592,62.5081,1949.5178,62.5102,0.8718,62.5102,3066.3748,62.5102,3517.3103,62.5142,1.1640,62.5142,581.5714,62.5142,499.6378,62.5163,1.0745,62.5163,953.0312,62.5163,886.9396,62.5183,1.0313,62.5183,1561.5173,62.5183,1514.0946
62.5477,0.9624,62.5477,829.9552,62.5477,862.3808,62.5456,0.8947,62.5456,1736.1184,62.5456,1940.3760,62.5435,0.8737,62.5435,3049.7798,62.5435,3490.7502,62.5393,1.1664,62.5393,580.8846,62.5393,498.0291,62.5372,1.0729,62.5372,953.8701,62.5372,889.0394,62.5351,1.0308,62.5351,1564.3091,62.5351,1517.5708
62.7449,0.9603,62.7449,824.7966,62.7449,858.8798,62.7470,0.8916,62.7470,1720.4803,62.7470,1929.7623,62.7490,0.8715,62.7490,3021.8567,62.7490,3467.2563,62.7531,1.1707,62.7531,582.7938,62.7531,497.8186,62.7551,1.0798,62.7551,953.5573,62.7551,883.0744,62.7571,1.0316,62.7571,1558.9105,62.7571,1511.1173
62.7873,0.9631,62.7873,821.2688,62.7873,852.7526,62.7853,0.8905,62.7853,1710.1281,62.7853,1920.4811,62.7832,0.8703,62.7832,3004.0820,62.7832,3451.9265,62.7791,1.1757,62.7791,582.6652,62.7791,495.6068,62.7770,1.0730,62.7770,949.4194,62.7770,884.7896,62.7749,1.0352,62.7749,1561.1510,62.7749,1508.1061
62.9850,0.9640,62.9850,817.7501,62.9850,848.3018,62.9871,0.8897,62.9871,1696.4480,62.9871,1906.7089,62.9891,0.8680,62.9891,2975.3306,62.9891,3427.7673,62.9932,1.1685,62.9932,580.0161,62.9932,496.3625,62.9953,1.0761,62.9953,947.1798,62.9953,880.1870,62.9974,1.0332,62.9974,1556.4132,62.9974,1506.3503
63.0258,0.9652,63.0258,813.5663,63.0258,842.8707,63.0237,0.8886,63.0237,1684.9493,63.0237,1896.2527,63.0217,0.8658,63.0217,2954.8306,63.0217,3412.9639,63.0175,1.1648,63.0175,579.4619,63.0175,497.4632,63.0154,1.0765,63.0154,948.2633,63.0154,880.8849,63.0134,1.0340,63.0134,1555.2725,63.0134,1504.0609
63.2244,0.9640,63.2244,810.2794,63.2244,840.5728,63.2264,0.8880,63.2264,1672.9873,63.2264,1884.0103,63.2285,0.8665,63.2285,2935.0034,63.2285,3387.0215,63.2326,1.1760,63.2326,582.0456,63.2326,494.9544,63.2347,1.0738,63.2347,941.6083,63.2347,876.8832,63.2367,1.0329,63.2367,1549.9895,63.2367,1500.6227
63.2655,0.9645,63.2655,804.5867,63.2655,834.1714,63.2635,0.8866,63.2635,1661.9250,63.2635,1874.4670,63.2614,0.8638,63.2614,2913.0642,63.2614,3372.2283,63.2572,1.1706,63.2572,581.5507,63.2572,496.8067,63.2551,1.0827,63.2551,946.7484,63.2551,874.4528,63.2531,1.0362,63.2531,1549.6342,63.2531,1495.4896
63.4635,0.9611,63.4635,799.5774,63.4635,831.9457,63.4655,0.8817,63.4655,1642.6321,63.4655,1863.1072,63.4675,0.8644,63.4675,2894.2793,63.4675,3348.1367,63.4715,1.1699,63.4715,581.1055,63.4715,496.6937,63.4735,1.0738,63.4735,940.7897,63.4735,876.1663,63.4755,1.0344,63.4755,1542.8381,63.4755,1491.4741
63.5048,0.9612,63.5048,796.9384,63.5048,829.1179,63.5027,0.8828,63.5027,1636.1621,63.5027,1853.4663,63.5007,0.8628,63.5007,2871.8611,63.5007,3328.5115,63.4965,1.1710,63.4965,579.0400,63.4965,494.4803,63.4945,1.0820,63.4945,941.5406,63.4945,870.1797,63.4924,1.0347,63.4924,1543.7594,63.4924,1491.9569
63.7025,0.9583,63.7025,792.3809,63.7025,826.8235,63.7046,0.8832,63.7046,1624.2733,63.7046,1839.1721,63.7066,0.8604,63.7066,2846.8779,63.7066,3308.7017,63.7107,1.1799,63.7107,581.7184,63.7107,493.0064,63.7127,1.0819,63.7127,939.6801,63.7127,868.5526,63.7148,1.0339,63.7148,1536.8024,63.7148,1486.4843
63.7453,0.9559,63.7453,786.4282,63.7453,822.7360,63.7432,0.8819,63.7432,1610.9547,63.7432,1826.7721,63.7411,0.8592,63.7411,2827.7585,63.7411,3291.1594,63.7370,1.1819,63.7370,580.9553,63.7370,491.5593,63.7350,1.0784,63.7350,937.7292,63.7350,869.5674,63.7329,1.0324,63.7329,1534.9720,63.7329,1486.8375
63.9432,0.9576,63.9432,785.2203,63.9432,819.9622,63.9452,0.8805,63.9452,1599.8861,63.9452,1816.9487,63.9473,0.8568,63.9473,2797.7332,63.9473,3265.2678,63.9514,1.1794,63.9514,580.7339,63.9514,492.4030,63.9535,1.0825,63.9535,937.5460,63.9535,866.0716,63.9555,1.0387,63.9555,1536.8842,63.9555,1479.6570
63.9815,0.9567,63.9815,780.3428,63.9815,815.6326,63.9795,0.8778,63.9795,1588.5082,63.9795,1809.5966,63.9775,0.8552,63.9775,2778.1111,63.9775,3248.5964,63.9734,1.1781,63.9734,578.5093,63.9734,491.0521,63.9714,1.0800,63.9714,936.2057,63.9714,866.8437,63.9693,1.0395,63.9693,1532.3895,63.9693,1474.1160
64.1813,0.9564,64.1813,775.4543,64.1813,810.8212,64.1834,0.8796,64.1834,1578.4803,64.1834,1794.5343,64.1854,0.8551,64.1854,2756.0842,64.1854,3223.0803,64.1896,1.1727,64.1896,577.9179,64.1896,492.7895,64.1916,1.0829,64.1916,935.6403,64.1916,864.0340,64.1937,1.0391,64.1937,1527.8213,64.1937,1470.3660
64.2202,0.9559,64.2202,772.6677,64.2202,808.2940,64.2181,0.8747,64.2181,1564.7050,64.2181,1788.7839,64.2160,0.8519,64.2160,2734.0876,64.2160,3209.5088,64.2119,1.1751,64.2119,578.2159,64.2119,492.0490,64.2098,1.0809,64.2098,933.6945,64.2098,863.7993,64.2077,1.0398,64.2077,1527.2930,64.2077,1468.8240
64.4174,0.9538,64.4174,769.4603,64.4174,806.7360,64.4193,0.8729,64.4193,1553.1271,64.4193,1779.1895,64.4213,0.8511,64.4213,2706.1382,64.4213,3179.4299,64.4252,1.1743,64.4252,577.7104,64.4252,491.9723,64.4272,1.0814,64.4272,929.7854,64.4272,859.7673,64.4291,1.0370,64.4291,1520.9034,64.4291,1466.6345
64.4624,0.9588,64.4624,766.7191,64.4624,799.6500,64.4604,0.8720,64.4604,1543.5000,64.4604,1770.1383,64.4584,0.8523,64.4584,2694.2053,64.4584,3161.1641,64.4544,1.1740,64.4544,577.4205,64.4544,491.8215,64.4524,1.0793,64.4524,928.1239,64.4524,859.8920,64.4504,1.0395,64.4504,1519.9044,64.4504,1462.1393
64.6571,0.9587,64.6571,765.0099,64.6571,797.9315,64.6591,0.8710,64.6591,1534.8844,64.6591,1762.2866,64.6611,0.8482,64.6611,2665.9553,64.6611,3143.0132,64.6651,1.1776,64.6651,576.0483,64.6651,489.1909,64.6671,1.0842,64.6671,929.0844,64.6671,856.9338,64.6691,1.0400,64.6691,1518.4221,64.6691,1460.0540
64.6991,0.9500,64.6991,756.0299,64.6991,795.8016,64.6970,0.8733,64.6970,1523.8306,64.6970,1744.9965,64.6949,0.8451,64.6949,2645.0979,64.6949,3129.8967,64.6908,1.1810,64.6908,578.5120,64.6908,489.8403,64.6887,1.0869,64.6887,931.2952,64.6887,856.8082,64.6866,1.0395,64.6866,1518.8872,64.6866,1461.1790
64.8971,0.9513,64.8971,753.5485,64.8971,792.0942,64.8991,0.8696,64.8991,1510.3929,64.8991,1736.8651,64.9011,0.8456,64.9011,2620.4080,64.9011,3098.9768,64.9051,1.1784,64.9051,576.0870,64.9051,488.8643,64.9071,1.0838,64.9071,926.4736,64.9071,854.8556,64.9091,1.0411,64.9091,1512.2078,64.9091,1452.5127
64.9372,0.9534,64.9372,754.2416,64.9372,791.1461,64.9351,0.8714,64.9351,1507.1533,64.9351,1729.5509,64.9331,0.8460,64.9331,2604.7551,64.9331,3078.9890,64.9289,1.1832,64.9289,579.2540,64.9289,489.5606,64.9268,1.0810,64.9268,924.1172,64.9268,854.8451,64.9248,1.0394,64.9248,1509.0062,64.9248,1451.8619
65.1343,0.9527,65.1343,749.6639,65.1343,786.8740,65.1364,0.8677,65.1364,1493.0514,65.1364,1720.6338,65.1384,0.8423,65.1384,2583.2974,65.1384,3066.9678,65.1424,1.1823,65.1424,577.3403,65.1424,488.3181,65.1445,1.0859,65.1445,926.0472,65.1445,852.7543,65.1465,1.0414,65.1465,1506.4508,65.1465,1446.5061
65.1767,0.9559,65.1767,747.5443,65.1767,782.0312,65.1746,0.8694,65.1746,1488.9623,65.1746,1712.5355,65.1725,0.8422,65.1725,2561.5156,65.1725,3041.3618,65.1684,1.1833,65.1684,577.5320,65.1684,488.0578,65.1663,1.0837,65.1663,923.4848,65.1663,852.1687,65.1642,1.0445,65.1642,1505.9301,65.1642,1441.7440
65.3756,0.9524,65.3756,745.4947,65.3756,782.7822,65.3777,0.8695,65.3777,1477.9396,65.3777,1699.7880,65.3797,0.8394,65.3797,2541.1362,65.3797,3027.4268,65.3838,1.1854,65.3838,577.3954,65.3838,487.1035,65.3859,1.0860,65.3859,922.2989,65.3859,849.2822,65.3880,1.0420,65.3880,1504.6617,65.3880,1444.0474
65.4161,0.9590,65.4161,741.7411,65.4161,773.4125,65.4140,0.8683,65.4140,1467.1846,65.4140,1689.6583,65.4119,0.8397,65.4119,2523.7747,65.4119,3005.6626,65.4077,1.1837,65.4077,575.6923,65.4077,486.3462,65.4056,1.0889,65.4056,921.9042,65.4056,846.6161,65.4035,1.0446,65.4035,1502.6482,65.4035,1438.4685
65.6148,0.9517,65.6148,737.1903,65.6148,774.6318,65.6168,0.8640,65.6168,1454.1517,65.6168,1682.9822,65.6189,0.8366,65.6189,2499.8220,65.6189,2988.2139,65.6230,1.1808,65.6230,575.2916,65.6230,487.1990,65.6251,1.0901,65.6251,920.4454,65.6251,844.3723,65.6272,1.0440,65.6272,1495.7729,65.6272,1432.7860
65.6564,0.9563,65.6564,735.6718,65.6564,769.2504,65.6543,0.8628,65.6543,1447.8145,65.6543,1678.0503,65.6522,0.8345,65.6522,2482.2444,65.6522,2974.6729,65.6480,1.1800,65.6480,574.1339,65.6480,486.5479,65.6460,1.0859,65.6460,917.4141,65.6460,844.8177,65.6439,1.0427,65.6439,1493.7395,65.6439,1432.5061
65.8539,0.9491,65.8539,731.4274,65.8539,770.6691,65.8559,0.8619,65.8559,1439.8633,65.8559,1670.5120,65.8579,0.8349,65.8579,2467.8977,65.8579,2955.8193,65.8620,1.1865,65.8620,575.4838,65.8620,485.0418,65.8640,1.0880,65.8640,915.3441,65.8640,841.3207,65.8660,1.0497,65.8660,1497.1611,65.8660,1426.2906
65.8957,0.9557,65.8957,732.4063,65.8957,766.3495,65.8937,0.8649,65.8937,1436.2813,65.8937,1660.7174,65.8916,0.8324,65.8916,2453.5234,65.8916,2947.3975,65.8875,1.1882,65.8875,574.9812,65.8875,483.9146,65.8855,1.0861,65.8855,915.0298,65.8855,842.4744,65.8834,1.0420,65.8834,1489.4487,65.8834,1429.4446
66.0929,0.9511,66.0929,726.5473,66.0929,763.8814,66.0949,0.8612,66.0949,1425.5784,66.0949,1655.3776,66.0969,0.8322,66.0969,2431.1025,66.0969,2921.2129,66.1010,1.1843,66.1010,574.0090,66.1010,484.6781,66.1030,1.0918,66.1030,911.5778,66.1030,834.8969,66.1051,1.0491,66.1051,1488.9119,66.1051,1419.1779
66.1328,0.9526,66.1328,724.6185,66.1328,760.6670,66.1308,0.8631,66.1308,1419.8505,66.1308,1645.1523,66.1288,0.8301,66.1288,2418.3694,66.1288,2913.2710,66.1247,1.1879,66.1247,576.2057,66.1247,485.0796,66.1227,1.0888,66.1227,909.2239,66.1227,835.0681,66.1207,1.0438,66.1207,1484.3739,66.1207,1422.1301
66.3285,0.9532,66.3285,724.1528,66.3285,759.7231,66.3305,0.8616,66.3305,1412.2954,66.3305,1639.1340,66.3326,0.8306,66.3326,2402.2642,66.3326,2892.2439,66.3366,1.1818,66.3366,574.7703,66.3366,486.3624,66.3386,1.0908,66.3386,907.8905,66.3386,832.2948,66.3407,1.0479,66.3407,1479.6267,66.3407,1412.0514
66.3698,0.9538,66.3698,722.7691,66.3698,757.8153,66.3677,0.8596,66.3677,1407.0291,66.3677,1636.8110,66.3655,0.8290,66.3655,2386.0432,66.3655,2878.2822,66.3613,1.1886,66.3613,572.7341,66.3613,481.8557,66.3592,1.0911,66.3592,908.9703,66.3592,833.0443,66.3571,1.0469,66.3571,1481.3411,66.3571,1414.9125
66.5702,0.9530,66.5702,718.1020,66.5702,753.5051,66.5722,0.8603,66.5722,1398.8391,66.5722,1625.9211,66.5742,0.8260,66.5742,2368.7556,66.5742,2867.5857,66.5781,1.1870,66.5781,571.8155,66.5781,481.7473,66.5801,1.0930,66.5801,906.0549,66.5801,828.9434,66.5821,1.0513,66.5821,1477.5587,66.5821,1405.3998
66.6109,0.9531,66.6109,716.9443,66.6109,752.2450,66.6088,0.8601,66.6088,1393.6512,66.6088,1620.3527,66.6068,0.8292,66.6068,2359.2119,66.6068,2845.3323,66.6027,1.1913,66.6027,574.1108,66.6027,481.9365,66.6007,1.0939,66.6007,906.4285,66.6007,828.6276,66.5986,1.0487,66.5986,1473.8676,66.5986,1405.4603
66.8087,0.9493,66.8087,711.8251,66.8087,749.8583,66.8108,0.8598,66.8108,1388.1534,66.8108,1614.4585,66.8128,0.8267,66.8128,2345.5764,66.8128,2837.2446,66.8168,1.1885,66.8168,571.2831,66.8168,480.6841,66.8188,1.0996,66.8188,907.1566,66.8188,824.9532,66.8208,1.0526,66.8208,1477.8403,66.8208,1404.0317
66.8499,0.9540,66.8499,714.1319,66.8499,748.5844,66.8478,0.8584,66.8478,1383.5599,66.8478,1611.7679,66.8458,0.8252,66.8458,2325.9001,66.8458,2818.6643,66.8416,1.1875,66.8416,570.1816,66.8416,480.1676,66.8396,1.0966,66.8396,905.6534,66.8396,825.8574,66.8375,1.0509,66.8375,1473.7371,66.8375,1402.3580
67.0475,0.9557,67.0475,712.1799,67.0475,745.1539,67.0496,0.8580,67.0496,1376.0643,67.0496,1603.7961,67.0517,0.8249,67.0517,2315.2000,67.0517,2806.5593,67.0558,1.1921,67.0558,574.5593,67.0558,481.9605,67.0579,1.0952,67.0579,902.3378,67.0579,823.9094,67.0599,1.0519,67.0599,1469.1394,67.0599,1396.6150
67.0890,0.9553,67.0890,709.9782,67.0890,743.2004,67.0870,0.8541,67.0870,1367.6317,67.0870,1601.2567,67.0850,0.8253,67.0850,2305.6465,67.0850,2793.7119,67.0811,1.1908,67.0811,571.3485,67.0811,479.7961,67.0791,1.0969,67.0791,902.4168,67.0791,822.7095,67.0771,1.0543,67.0771,1468.2959,67.0771,1392.6815
67.2873,0.9523,67.2873,706.3801,67.2873,741.7342,67.2894,0.8601,67.2894,1368.3763,67.2894,1590.9750,67.2914,0.8224,67.2914,2290.8611,67.2914,2785.7009,67.2955,1.1958,67.2955,572.4445,67.2955,478.7092,67.2976,1.0941,67.2976,897.8005,67.2976,820.5539,67.2996,1.0543,67.2996,1465.8091,67.2996,1390.3435
67.3280,0.9525,67.3280,705.1688,67.3280,740.3124,67.3259,0.8570,67.3259,1359.0326,67.3259,1585.8638,67.3239,0.8231,67.3239,2283.2849,67.3239,2774.0454,67.3197,1.1909,67.3197,570.8351,67.3197,479.3461,67.3177,1.0957,67.3177,899.4630,67.3177,820.8724,67.3156,1.0535,67.3156,1462.8845,67.3156,1388.5436
67.5241,0.9489,67.5241,702.2856,67.5241,740.0704,67.5261,0.8607,67.5261,1358.4388,67.5261,1578.2274,67.5281,0.8229,67.5281,2271.8728,67.5281,2760.7759,67.5322,1.1983,67.5322,571.2716,67.5322,476.7345,67.5342,1.0985,67.5342,897.8450,67.5342,817.3254,67.5362,1.0529,67.5362,1457.1173,67.5362,1383.9082
67.5674,0.9552,67.5674,702.2894,67.5674,735.2303,67.5653,0.8567,67.5653,1350.1278,67.5653,1575.9686,67.5632,0.8220,67.5632,2260.8081,67.5632,2750.4036,67.5591,1.1902,67.5591,568.1979,67.5591,477.3854,67.5570,1.1015,67.5570,898.9380,67.5570,816.1284,67.5549,1.0564,67.5549,1458.7993,67.5549,1380.9757
67.7654,0.9479,67.7654,698.3307,67.7654,736.7407,67.7675,0.8580,67.7675,1348.0710,67.7675,1571.2206,67.7696,0.8223,67.7696,2251.1931,67.7696,2737.5510,67.7737,1.1931,67.7737,569.5295,67.7737,477.3342,67.7758,1.1022,67.7758,897.0787,67.7758,813.8906,67.7779,1.0593,67.7779,1458.1167,67.7779,1376.5078
67.8043,0.9544,67.8043,698.5488,67.8043,731.9164,67.8022,0.8578,67.8022,1341.2136,67.8022,1563.4695,67.8001,0.8204,67.8001,2235.6099,67.8001,2724.9705,67.7960,1.1973,67.7960,569.3964,67.7960,475.5659,67.7939,1.1041,67.7939,895.9776,67.7939,811.5093,67.7919,1.0605,67.7919,1456.8937,67.7919,1373.7782
68.0049,0.9562,68.0049,697.2136,68.0049,729.1388,68.0069,0.8580,68.0069,1336.6730,68.0069,1557.9087,68.0090,0.8216,68.0090,2228.4375,68.0090,2712.4604,68.0131,1.1924,68.0131,567.8701,68.0131,476.2359,68.0151,1.1009,68.0151,892.1295,68.0151,810.3849,68.0172,1.0611,68.0172,1453.5858,68.0172,1369.8862
68.0436,0.9571,68.0436,695.6473,68.0436,726.8537,68.0415,0.8598,68.0415,1334.1110,68.0415,1551.5942,68.0394,0.8220,68.0394,2221.2288,68.0394,2702.2822,68.0353,1.1943,68.0353,567.1464,68.0353,474.8639,68.0332,1.1050,68.0332,893.6727,68.0332,808.7693,68.0311,1.0580,68.0311,1447.2340,68.0311,1367.9244
68.2433,0.9531,68.2433,694.3326,68.2433,728.4816,68.2453,0.8567,68.2453,1328.7640,68.2453,1550.9648,68.2474,0.8202,68.2474,2212.0334,68.2474,2696.9805,68.2514,1.1895,68.2514,565.0933,68.2514,475.0800,68.2534,1.1095,68.2534,893.1746,68.2534,805.0293,68.2555,1.0611,68.2555,1446.0686,68.2555,1362.7903
